order_id,customer_id,order_date,delivery_time_min,status,total_amount_xaf,city,quartier,product_category,courier_id,order_hour,order_day_of_week
100018,CUST11683,04/08/2023 18:01,20.7,annulé,7613.0,Douala ,New-Bell,EPICERIE,19,18,Friday
100019,CUST11189,10-05-2024,39.4,Livré,11211.0,Yaoundé,Mendong,produits_frais,42,9,Friday
100020,CUST17299,21/12/2024 12:15,31.3,livré,45000,Douala,PK12,Cosmetique,31,12,Saturday
100021,CUST10311,2024-05-22 11:36:00,133.5,en_retard,365248.0,Yaoundé,Essos,Électronique,16,11,Wednesday
100022,CUST10792,03/08/2023 12:47,25.1,livré,48072.0,bafoussam,Fomekoua,,7,12,Thursday
100023,CUST10270,2024-12-25 20:59:00,,En_retard,5420.0,DOUALA,Deido,Restauration,10,20,Wednesday
100024,CUST10578,09-03-2025,34.4,livré,12249.0,DOUALA,Bepanda,Papeterie,23,20,Sunday
100025,CUST10987,02/24/2025,34.3,livré,66390.0,DOUALA,Bonabéri,Vêtements,4,14,Monday
100026,CUST11082,2022-07-05 03:45:00,184.4,en_retard,18000,Yaoundé ,Madagascar,Restauration,41,3,Tuesday
100027,CUST10751,10/04/2023,39.2,livré,16306.0,Douala,Akwa,,27,10,Wednesday
100028,CUST11953,2024-07-01 22:29:00,82.6,en_retard,120000,Douala,Mboppi,Vêtements,6,22,Monday
100029,CUST17215,25 March 2024,33.5,livré,7044.0,bafoussam,Centre Ville,Produits Frais,15,14,Monday
100030,CUST11133,2024-10-12 12:32:00,109.3,en_retard,11024.0,Douala,Bonamoussadi,,16,12,Saturday
100031,CUST11089,09/06/2023 22:40,32.4,livré,5279.0,yaounde,Ngoa-Ekele,Boissons,6,22,Friday
100032,CUST11450,04-11-2023,28.7,livré,8434.0,BAFOUSSAM,Tougang,EPICERIE,15,9,Saturday
100033,CUST11208,2024-05-15 22:55:00,24.0,livre,50000,bafoussam,Fomekoua,,3,22,Wednesday
100034,CUST10931,04/03/2024 09:25,,en_retard,83506.0,Douala ,Kotto,Vétements,31,9,Monday
100035,CUST12033,2022-09-20 11:35:00,,livré,8599.0,DOUALA,Logbessou,Épicerie,45,11,Tuesday
100036,CUST11069,08/08/2023,115.7,en_retard,71697.0,bafoussam,Tougang,Pharmacie,33,19,Tuesday
100037,CUST11643,28-12-2023,,en_retard,26395.0,Douala,Ndokotti,articles menagers,24,8,Thursday
100038,CUST11956,02/03/2022 10:53,40.7,livré,74973.0,Bafoussam,Djeleng,vetements,22,10,Wednesday
100039,CUST17118,06/01/2025 12:08,32.6,livré,3344.0,bafoussam,Tamdja,Resaturation,36,12,Monday
100040,CUST11976,18-05-2022,140.2,en_retard,8351.0,DOUALA,Bonanjo,Boisssons,47,18,Wednesday
100041,CUST17134,2023/09/28 12:14,,en_cours,6426.0,Douala ,Mboppi,Produit frais,32,12,Thursday
100042,CUST11252,2024/04/12 10:16,43.3,livré,7876.0,yaounde,Nkomo,BOISSONS,18,10,Friday
100043,CUST10545,2025-02-13 16:55:00,31.3,livré,9672.0,DOUALA,Village,Restaurant,36,16,Thursday
100044,CUST10982,2025/03/07 05:10,76.2,en_retard,15618.0,douala,Bonamoussadi,restauration,10,5,Friday
100045,CUST11659,01/02/2025 07:08,68.6,livré,37223.0,YAOUNDE,Nkomo,PHARMACIE,16,7,Saturday
100046,CUST10314,20/02/2023 18:57,58.4,livré,1905.0,Yaoundé,Nkol-Eton,Hygiéne,10,18,Monday
100047,CUST17145,2022-02-12 17:08:00,197.5,en_retard,28940.0,Douala,Bonapriso,cosmetiques,25,17,Saturday
100048,CUST10741,12/29/2023,180.5,en_retard,11593.0,Yaounde,Tsinga,Boisssons,21,12,Friday
100049,CUST17195,02/05/2024 18:11,47.5,livré,9540.0,Bafoussam ,Ndiengdam,Boissons,34,18,Thursday
100050,CUST12021,14/12/2023 11:01,24.0,livré,50000,douala,Ndogpassi,,15,11,Thursday
100051,CUST11611,2023-04-26 20:01:00,114.3,en_retard,22004.0,douala,Ndogpassi,Épicerie,18,20,Wednesday
100052,CUST11970,2025-01-08 19:51:00,73.4,livré,,Yaoundé ,Nkol-Eton,,13,19,Wednesday
100053,CUST10267,01/16/2025,24.3,livre,4769.0,yaounde,Bastos,boissons,22,12,Thursday
100054,CUST11576,05 March 2025,32.2,livré,26264.0,douala,Bonanjo,,8,20,Wednesday
100055,CUST10759,08/10/2023 15:24,29.9,annulé,1835.0,Douala ,Bonabéri,restauration,44,15,Sunday
100056,CUST11255,2025-01-30 19:27:00,230.2,En_retard,21026.0,Douala,Ndokotti,cosmetiques,30,19,Thursday
100057,CUST11725,07/10/2024 14:18,52.1,livré,3489.0,Yaoundé,Tsinga,Produits Frais,38,14,Monday
100058,CUST11278,14 July 2024,5,annulé,7892.0,Bafoussam,Tamdja,epicerie,23,9,Sunday
100059,CUST17172,2023/10/13 16:46,8.4,annulé,2575.0,bafoussam,Bamendzi,Restaurant,41,16,Friday
100060,CUST11832,09-06-2023,61.7,livré,35548.0,Yaoundé ,Obili,Cosmétiques,4,19,Friday
100061,CUST10740,03/02/2024 18:27,291.1,en_retard,9778.0,Douala ,Ndog-Bong,Restaurant,19,18,Saturday
100062,CUST17162,2024-10-09 08:46:00,,livré,4030.0,douala ,Ndokotti,Produits Frais,38,8,Wednesday
100063,CUST11086,2024-11-27 21:22:00,32.7,livré,86987.0,bafoussam,Baham-Route,Vêtements,27,21,Wednesday
100064,CUST11642,2024/06/30 13:58,58.1,livre,1808.0,yaounde,Mvog-Mbi,hygiene,26,13,Sunday
100065,CUST90687,2023-11-26 12:18:00,40.7,livré,-477.0,Yaoundé,Briqueterie,Vétements,45,12,Sunday
100066,CUST17162,02-02-2024,33.4,livré,195654.0,douala ,Logbessou,electronique,45,15,Friday
100067,CUST11653,2023-10-31 12:32:00,,livré,36341.0,douala ,Makepe,vetements,17,12,Tuesday
100068,CUST11776,03/25/2023,39.4,livré,42207.0,BAFOUSSAM,Djeleng,,35,10,Saturday
100069,CUST11995,2024/04/19 14:16,31.4,livré,18000,Bafoussam ,Baham-Route,Restaurant,24,14,Friday
100070,CUST11656,2025/01/20 09:59,126.7,en_retard,6402.0,douala,Yassa,Epicerie,9,9,Monday
100071,CUST17340,2024-08-15 12:04:00,41.0,livré,7338.0,yaounde,Nlongkak,Restaurant,16,12,Thursday
100072,CUST10123,02/09/2024 16:17,42.1,livré,47367.0,douala,Nkolmesseng,vetements,19,16,Monday
100073,CUST10016,03/21/2023,,livré,4046.0,Yaounde,Mvog-Mbi,Hygiène,44,20,Tuesday
100074,CUST17122,12/04/2024 11:25,107.9,En_retard,18000,Douala ,Ngodi-Bakoko,Restaurant,12,11,Friday
100075,CUST10367,19/04/2024 18:53,,livré,5059.0,DOUALA,Nyalla,,40,18,Friday
100076,CUST10123,23/01/2025 08:38,54.3,livré,5372.0,bafoussam,Bamendzi,restauration,6,8,Thursday
100077,CUST11718,2025/01/03 00:17,31.3,livré,70762.0,Douala,Village,pharmacie,10,0,Friday
100078,CUST17301,2024-02-27 15:54:00,,livré,7203.0,Bafoussam,Baham-Route,Hygiéne,14,15,Tuesday
100079,CUST10735,2023-05-19 18:27:00,50.0,livré,4085.0,douala,Ndokotti,hygiene,27,18,Friday
100080,CUST10149,05/04/2023 19:04,57.8,livré,12000,YAOUNDE,Mokolo,Produit frais,7,19,Wednesday
100081,CUST11830,22/04/2024 12:26,53.0,LIVRE,11028.0,Yaounde,Obili,,18,12,Monday
100082,CUST90163,2023/11/27 16:23,38.2,livré,18214.0,douala,Ndogpassi,,20,16,Monday
100083,CUST10234,29/05/2024 16:07,55.1,livré,8414.0,yaounde,Nkomo,restauration,43,16,Wednesday
100084,CUST10618,08/12/2023 17:51,88.3,livré,7733.0,YAOUNDE,Nkol-Eton,papeterie,4,17,Friday
100085,CUST11648,07 May 2024,103.6,en_retard,14618.0,yaounde,Elig-Edzoa,,22,16,Tuesday
100086,CUST10333,2024-12-09 19:20:00,282.5,en_retard,72389.0,yaounde,Madagascar,Vêtements,31,19,Monday
100087,CUST10107,19/12/2022 13:02,16.1,livré,16500.0,Bafoussam ,Baham-Route,Restaurant,34,13,Monday
100088,CUST11239,25/05/2024 20:23,,en_retard,31996.0,bafoussam,Bamougoum,,35,20,Saturday
100089,CUST10222,09/04/2024 14:37,124.3,EN_RETARD,8849.0,Douala,Bali,Produits Frais,11,14,Tuesday
100090,CUST10019,01/03/2025 10:06,6.0,annulé,4574.0,Douala,Ndokotti,produits_frais,38,10,Saturday
100091,CUST10296,24/10/2022 06:07,36.4,livré,24714.0,Douala,PK8,epicerie,41,6,Monday
100092,CUST11130,2024-07-22 11:19:00,44.1,livré,8640.0,Douala,Mboppi,Produits Frais,8,11,Monday
100093,CUST10626,15/04/2022 06:16,15.3,annulé,45971.0,Yaoundé,Bastos,Articles ménagers,8,6,Friday
100094,CUST11983,29/05/2023 18:22,,livré,3074.0,douala ,New-Bell,Produit frais,47,18,Monday
100095,CUST17307,09/12/2023 14:07,40.5,livré,2999.0,douala,Nkolmesseng,Hygiéne,11,14,Saturday
100096,CUST90175,23/04/2024 21:21,22.7,livré,7643.0,BAFOUSSAM,Centre Ville,Restauration,2,21,Tuesday
100097,CUST17306,2024-02-09 07:50:00,69.5,livré,3072.0,douala,Cité des Palmiers,Hygiéne,22,7,Friday
100098,CUST10998,23/02/2023 17:28,53.4,livré,4273.0,Yaounde,Ngoa-Ekele,Papeterie,11,17,Thursday
100099,CUST90916,06/02/2025 17:23,78.4,livré,118709.0,douala ,Yassa,electronique,29,17,Thursday
100100,CUST10500,2023-10-10 11:03:00,,en_retard,13426.0,yaounde,Essos,EPICERIE,7,11,Tuesday
100101,CUST10395,20-01-2024,22.5,livré,9159.0,douala,Bepanda,Epicerie,3,11,Saturday
100102,CUST10918,2022-08-30 15:10:00,92.3,en_retard,14457.0,Yaoundé ,Mendong,restauration,18,15,Tuesday
100103,CUST17360,06 January 2025,50.2,livré,2818.0,yaounde,Ngoa-Ekele,Produit frais,25,12,Monday
100104,CUST10793,23/03/2023 18:38,88.5,livré,16597.0,Yaounde,Nlongkak,Cosmetique,1,18,Thursday
100105,CUST17303,23/09/2023 18:08,,en_cours,10181.0,douala,Makepe,Produit frais,34,18,Saturday
100106,CUST11341,19/11/2023 17:19,39.0,livré,7750.0,BAFOUSSAM,Bamendzi,Boissons,6,17,Sunday
100107,CUST17295,03/07/2023,269.2,en_retard,120000,douala,Cité des Palmiers,Vétements,12,17,Tuesday
100108,CUST10183,02/21/2025,,annulé,,Yaoundé ,Obili,Articles ménagers,5,8,Friday
100109,CUST11112,12/18/2023,34.7,livré,27071.0,Yaounde,Santa Barbara,Pharmcie,39,10,Monday
100110,CUST11560,2025-01-06 07:58:00,,livré,,bafoussam,Djeleng,,21,7,Monday
100111,CUST17157,2023-04-26 23:55:00,22.6,livre,9492.0,Douala ,Ndogpassi,Boissons,30,23,Wednesday
100112,CUST11223,28/02/2025 07:05,78.9,livré,30958.0,DOUALA,New-Bell,Pharmcie,24,7,Friday
100113,CUST11986,2024-04-11 20:57:00,37.0,livré,36882.0,Yaounde,Mokolo,Articles ménagers,42,20,Thursday
100114,CUST10655,11-01-2025,170.0,en_retard,18000,Yaoundé ,Elig-Edzoa,Restauration,9,10,Saturday
100115,CUST11849,22 December 2023,,annulé,34396.0,DOUALA,Village,vetements,43,12,Friday
100116,CUST11279,2024-12-31 16:03:00,75.3,en_retard,33209.0,BAFOUSSAM,Centre Ville,,47,16,Tuesday
100117,CUST11793,22-11-2024,,en_retard,45000,Yaoundé ,Elig-Edzoa,cosmetiques,11,21,Friday
100118,CUST11734,2022-12-07 09:50:00,121.0,En_retard,25862.0,Douala,Cité des Palmiers,,4,9,Wednesday
100119,CUST10570,13/03/2024 19:34,54.0,livré,5763.0,Yaoundé,Mokolo,Produits Frais,33,19,Wednesday
100120,CUST17189,2024-12-31 15:12:00,30.7,livré,31014.0,Yaoundé,Mokolo,,40,15,Tuesday
100121,CUST11335,23/01/2023 15:23,27.6,livré,20357.0,douala,Bali,,41,15,Monday
100122,CUST10259,2024-02-13 16:59:00,39.7,livré ,45000,Yaoundé,Omnisport,cosmetiques,20,16,Tuesday
100123,CUST11109,08-08-2022,31.5,livré,14714.0,Douala,Makepe,epicerie,45,12,Monday
100124,CUST12025,2025-02-21 13:01:00,42.0,livré,38851.0,YAOUNDE,Biyem-Assi,Cosmétiques,28,13,Friday
100125,CUST11385,2025-02-01 19:37:00,59.3,livré,16765.0,DOUALA,Nyalla,,15,19,Saturday
100126,CUST10728,2024-06-18 11:49:00,103.1,en_retard,21537.0,Bafoussam,Kamkop,,22,11,Tuesday
100127,CUST11805,24-08-2023,23.1,livré,37347.0,Douala,Bali,,22,11,Thursday
100128,CUST11090,21/11/2024 20:19,63.6,en_retard,34679.0,Bafoussam ,Ngouache,,3,20,Thursday
100129,CUST11633,2022-11-09 11:47:00,,en_cours,10225.0,Yaoundé ,Jouvence,Épicérie,42,11,Wednesday
100130,CUST10727,06-06-2024,47.2,livré ,348388.0,Douala ,Ngodi-Bakoko,Électroniques,27,8,Thursday
100131,CUST17184,13 May 2024,7.6,annulé,15529.0,DOUALA,Beedi,Cosmétiques,5,2,Monday
100132,CUST11469,2025/01/04 20:28,33.2,livré,11837.0,Bafoussam,Baham-Route,papeterie,27,20,Saturday
100133,CUST11843,2022/09/08 10:36,,annulé,2937.0,Bafoussam,Pefura,Produit frais,46,10,Thursday
100134,CUST10897,2024-12-12 19:00:00,59.0,livré,4733.0,douala ,Nyalla,Produits frais,47,19,Thursday
100135,CUST11418,02-09-2024,89.2,en_retard,17626.0,douala,Cité des Palmiers,epicerie,21,6,Monday
100136,CUST10144,11/11/2022 10:34,45.0,livré,32059.0,YAOUNDE,Mendong,,33,10,Friday
100137,CUST11671,2024-09-02 21:19:00,37.0,livré,41079.0,DOUALA,Akwa,,43,21,Monday
100138,CUST11063,13/12/2024 18:47,50.8,livré,6271.0,Yaoundé,Madagascar,Hygiéne,33,18,Friday
100139,CUST11655,2024/11/04 20:18,51.2,livré,53356.0,YAOUNDE,Ngoa-Ekele,articles menagers,30,20,Monday
100140,CUST11829,2023-05-24 19:08:00,45.5,livré,4632.0,bafoussam,Fomekoua,Boisssons,38,19,Wednesday
100141,CUST11731,19 October 2024,229.0,en_retard,45000,YAOUNDE,Nkol-Eton,cosmetiques,47,18,Saturday
100142,CUST11156,2023/04/11 18:24,,en_retard,19175.0,Bafoussam ,Lekie,,15,18,Tuesday
100143,CUST11666,28-01-2025,100.9,En_retard,14623.0,Yaounde,Elig-Edzoa,Papeterie,11,10,Tuesday
100144,CUST11245,2023-07-18 13:00:00,93.8,en_retard,10052.0,Douala ,PK12,,13,13,Tuesday
100145,CUST11472,03/12/2023 11:38,19.6,annule,12357.0,Bafoussam,Centre Ville,Resaturation,33,11,Sunday
100146,CUST10906,2022-07-15 13:56:00,34.1,Livré,63970.0,DOUALA,Ndogpassi,Vétements,19,13,Friday
100147,CUST10544,04 September 2023,27.3,livré,6436.0,DOUALA,Bonapriso,Hygiéne,3,10,Monday
100148,CUST17327,24/07/2024 10:06,36.0,livre,14053.0,douala ,Village,restauration,7,10,Wednesday
100149,CUST11709,10/03/2025 17:18,86.7,livré,10910.0,Douala ,Beedi,,44,17,Monday
100150,CUST11483,22 April 2023,145.0,en_retard,9377.0,Yaounde,Bastos,Restauration,19,23,Saturday
100151,CUST10231,20-05-2024,,livré,202457.0,Douala ,Nyalla,Électronique,7,18,Monday
100152,CUST10071,2023/07/15 17:45,192.9,en_retard,5570.0,Yaounde,Tsinga,Papeterie,33,17,Saturday
100153,CUST10040,2024-12-28 09:48:00,45.2,livré,7145.0,yaounde,Essos,Produits Frais,45,9,Saturday
100154,CUST11466,08/05/2024 22:20,,livré,38065.0,DOUALA,New-Bell,,7,22,Wednesday
100155,CUST12061,2024-12-02 13:47:00,30.8,livré,50000,bafoussam,Tougang,,14,13,Monday
100156,CUST10353,23/06/2023 11:40,25.8,livré,10240.0,yaounde,Madagascar,Restaurant,24,11,Friday
100157,CUST10499,10/04/2024 15:40,11.0,annulé,12158.0,Douala ,Nkolmesseng,Papeterie,8,15,Wednesday
100158,CUST10736,2023-03-14 23:40:00,97.8,en_retard,4966.0,douala,Bonapriso,papeterie,34,23,Tuesday
100159,CUST10101,26/02/2023 22:14,,livré,12783.0,Yaoundé ,Etoudi,Épicérie,5,22,Sunday
100160,CUST11178,03/03/2025 07:14,44.9,livré,5327.0,Douala ,Village,produits_frais,33,7,Monday
100161,CUST10157,2023-09-06 09:34:00,104.6,en retard,149796.0,yaounde,Mokolo,electronique,34,9,Wednesday
100162,CUST10377,26/09/2024 16:24,25.4,livré,361084.0,DOUALA,Bepanda,Électronique,33,16,Thursday
100163,CUST10333,30/06/2024 10:06,19.4,livré,8318.0,Bafoussam,Lekie,Boisssons,5,10,Sunday
100164,CUST10291,12/06/2023 20:22,43.3,livré,50000,YAOUNDE,Bastos,,4,20,Monday
100165,CUST10663,2024-05-25 15:40:00,29.3,Livré,272409.0,bafoussam,Mossap,Électronique,15,15,Saturday
100166,CUST11977,2022-08-13 10:33:00,40.2,livré,16163.0,douala,Logbessou,Pharmacie,34,10,Saturday
100167,CUST10062,13 October 2024,106.9,en_retard,11760.0,yaounde,Nkomo,Boisssons,36,16,Sunday
100168,CUST10275,05/12/2023 20:43,25.0,livré,3659.0,Douala,PK12,hygiene,3,20,Tuesday
100169,CUST10124,10/01/2025 11:03,25.5,livré,9234.0,bafoussam,Pefura,Produit frais,19,11,Friday
100170,CUST12079,04/08/2023 18:48,18.4,annule,4310.0,Yaoundé,Nkol-Eton,produits_frais,9,18,Friday
100171,CUST11777,01-05-2023,,livré,16010.0,douala,Bonabéri,EPICERIE,31,15,Monday
100172,CUST11250,19/09/2024 05:45,50.0,livré,54600.0,douala ,Beedi,Articles Ménagers,19,5,Thursday
100173,CUST10509,2024/06/03 11:56,38.0,livré,9995.0,douala ,Village,Boissons,35,11,Monday
100174,CUST10545,10-12-2023,49.4,livré,2601.0,Douala ,Makepe,hygiene,43,9,Sunday
100175,CUST10347,17/07/2023 07:21,242.2,en_retard,26884.0,douala ,Bonamoussadi,pharmacie,26,7,Monday
100176,CUST10028,2025/02/25 19:31,224.6,en_retard,9254.0,Douala ,PK8,Resaturation,40,19,Tuesday
100177,CUST10289,04/10/2022 14:28,44.5,livré,4436.0,douala ,New-Bell,,7,14,Tuesday
100178,CUST90829,03 May 2022,74.9,Livré,5940.0,Douala ,Cité des Palmiers,Produits frais,37,17,Tuesday
100179,CUST10571,07/04/2023 11:54,24.2,livre,25586.0,Bafoussam ,Ndiengdam,cosmetiques,8,11,Friday
100180,CUST10166,2024-12-04 18:04:00,61.4,livré,27717.0,Douala,Mboppi,,30,18,Wednesday
100181,CUST11837,21/12/2024 16:31,7.7,annulé,33996.0,Yaounde,Tsinga,Cosmetique,24,16,Saturday
100182,CUST10326,2022-03-11 19:38:00,74.2,livré,55698.0,yaounde,Nkomo,Articles Ménagers,14,19,Friday
100183,CUST11535,14 April 2024,63.0,livré,12000,douala,Bepanda,Produits Frais,43,19,Sunday
100184,CUST10218,18/07/2023 17:37,,livré,,Douala,Ndokotti,vetements,45,17,Tuesday
100185,CUST10121,25/05/2024 23:28,,En_cours,,DOUALA,Ndokotti,Hygiéne,21,23,Saturday
100186,CUST11723,2022-08-06 10:35:00,,livré,34278.0,douala,Bonabéri,cosmetiques,26,10,Saturday
100187,CUST11390,27/01/2023 13:52,14.9,ANNULE,47182.0,yaounde,Nlongkak,Articles ménagers,21,13,Friday
100188,CUST10769,08/08/2024 20:30,15.3,annulé,3782.0,Bafoussam,Kamkop,Boissons,41,20,Thursday
100189,CUST10575,26-10-2023,27.6,Annulé,8417.0,douala ,Beedi,epicerie,29,7,Thursday
100190,CUST11863,07/17/2023,,livré,14947.0,douala ,Bonabéri,Restauration,38,15,Monday
100191,CUST11436,2024-04-19 05:24:00,32.1,livré,14081.0,douala ,Makepe,Restauration,24,5,Friday
100192,CUST10522,2023/11/01 18:16,63.3,livré,9241.0,DOUALA,Deido,,44,18,Wednesday
100193,CUST10934,11/12/2023 18:32,45.1,livré,10330.0,BAFOUSSAM,Ngouache,BOISSONS,36,18,Monday
100194,CUST11780,2023/09/18 18:07,,livré,41693.0,Bafoussam,Lekie,Articles ménagers,1,18,Monday
100195,CUST11024,03-12-2022,47.3,livré,25000,Yaoundé ,Nkomo,EPICERIE,28,6,Saturday
100196,CUST11187,07/08/2023 20:56,88.5,en_retard,3052.0,DOUALA,Ndogpassi,hygiene,11,20,Monday
100197,CUST10632,03/01/2025 08:53,89.6,livré,19243.0,douala,Akwa,Cosmetique,33,8,Friday
100198,CUST11209,2024-10-24 11:02:00,,en_cours,28072.0,douala,Bepanda,,12,11,Thursday
100199,CUST11441,2024-12-07 16:07:00,36.9,livré,18000,douala ,Nyalla,restauration,44,16,Saturday
100200,CUST11471,27-09-2023,32.2,livré,8357.0,yaounde,Melen,Boisssons,22,10,Wednesday
100201,CUST10009,02/04/2023 09:32,60.7,en_retard,91901.0,bafoussam,Tougang,Vêtements,15,9,Sunday
100202,CUST10842,07-03-2025,188.5,en_retard,45000,yaounde,Mendong,Cosmetique,32,21,Friday
100203,CUST10124,2025-02-16 07:00:00,10.8,annulé,38380.0,DOUALA,Deido,Pharmcie,15,7,Sunday
100204,CUST11371,2025-01-12 12:48:00,35.3,livré,8785.0,DOUALA,Nyalla,Produits Frais,12,12,Sunday
100205,CUST10838,30-11-2022,98.8,Livré,6570.0,Yaoundé ,Jouvence,hygiene,4,19,Wednesday
100206,CUST10830,10/23/2024,49.7,livré,11142.0,Bafoussam,Lekie,Restaurant,29,17,Wednesday
100207,CUST10031,01-02-2025,89.7,en_retard,4572.0,yaounde,Madagascar,restauration,4,16,Saturday
100208,CUST10924,16-01-2024,,en_cours,,Yaoundé ,Jouvence,,9,19,Tuesday
100209,CUST10908,15/12/2023 07:11,80.6,livré,10896.0,Douala,Bepanda,Resaturation,45,7,Friday
100210,CUST17157,2023/12/15 17:30,40.9,livré,18000,BAFOUSSAM,Djeleng,Restaurant,38,17,Friday
100211,CUST11795,21/12/2023 14:28,26.1,annulé,7847.0,Bafoussam ,Baham-Route,Boisssons,1,14,Thursday
100212,CUST11463,10/11/2024 21:26,41.1,livré,25058.0,Yaounde,Biyem-Assi,,6,21,Sunday
100213,CUST11771,17/07/2023 18:13,63.4,livré,-4851.0,YAOUNDE,Etoudi,Électroniques,6,18,Monday
100214,CUST10015,12-08-2024,56.7,en_retard,20763.0,Bafoussam ,Tamdja,epicerie,37,21,Monday
100215,CUST11812,01/05/2025,83.0,en_retard,11294.0,Douala,Ndog-Bong,Épicerie,46,12,Sunday
100216,CUST17362,2022-07-09 21:46:00,45.1,livré,11906.0,Yaoundé,Essos,,30,21,Saturday
100217,CUST11490,01 March 2025,28.9,livre,24662.0,Douala,Makepe,,16,9,Saturday
100218,CUST10692,2023-10-18 09:15:00,44.3,livré,4225.0,Yaoundé ,Messa,papeterie,42,9,Wednesday
100219,CUST11665,10/05/2023 17:09,84.1,livré,1872.0,douala,Ndogpassi,BOISSONS,10,17,Wednesday
100220,CUST10888,21-04-2023,101.1,en_retard,50000,Douala,PK8,,44,15,Friday
100221,CUST17333,14-10-2022,32.8,livre,6619.0,Douala,Cité des Palmiers,Papeterie,35,16,Friday
100222,CUST10564,06/02/2022 19:16,69.3,livré,18226.0,douala,Logbessou,,22,19,Sunday
100223,CUST11260,13 May 2024,,livré,14861.0,DOUALA,Bonanjo,Cosmétiques,16,21,Monday
100224,CUST10080,28-08-2023,32.1,livré,7270.0,DOUALA,Bonabéri,Vétements,2,11,Monday
100225,CUST10940,2023-04-30 17:41:00,74.9,livré,8000,DOUALA,Kotto,hygiene,41,17,Sunday
100226,CUST11999,2022-06-14 12:16:00,77.6,en_retard,10310.0,douala ,Nkolmesseng,Pharmcie,40,12,Tuesday
100227,CUST11621,2023-08-02 18:52:00,55.6,livré,11506.0,Yaoundé ,Obili,Épicerie,19,18,Wednesday
100228,CUST10931,15 August 2022,41.4,livré,45000,Yaoundé,Nkomo,cosmetiques,38,10,Monday
100229,CUST10216,2025-01-03 00:31:00,41.2,livré,14487.0,Yaoundé ,Mendong,Restaurant,28,0,Friday
100230,CUST17111,2024-11-22 13:01:00,32.3,annulé,81931.0,Yaounde,Emana,Vétements,43,13,Friday
100231,CUST10479,15/05/2024 15:22,133.2,en_retard,4742.0,Douala ,Ndokotti,Resaturation,38,15,Wednesday
100232,CUST11230,21/01/2023 11:31,36.4,livré,7418.0,Douala,Bonamoussadi,Produits frais,3,11,Saturday
100233,CUST10502,16/09/2023 12:35,50.3,livré,6600.0,douala ,Ndokotti,epicerie,10,12,Saturday
100234,CUST11692,14/03/2025 18:36,43.6,livré,18000,Bafoussam ,Famla,restauration,29,18,Friday
100235,CUST11031,11 January 2023,19.7,annulé,18000,yaounde,Nlongkak,Restauration,23,19,Wednesday
100236,CUST11123,2024/07/02 16:20,42.4,livré,6254.0,YAOUNDE,Santa Barbara,boissons,6,16,Tuesday
100237,CUST11422,17-08-2024,160.5,en_retard,12665.0,DOUALA,Bonanjo,Resaturation,20,8,Saturday
100238,CUST11767,28-06-2024,77.8,en_retard,445722.0,Bafoussam ,Tougang,electronique,14,20,Friday
100239,CUST10080,03/12/2023 10:22,51.1,livré,18000,Yaoundé ,Nlongkak,restauration,45,10,Sunday
100240,CUST10838,11/17/2022,20.7,livré,4764.0,Bafoussam ,Ngouache,papeterie,38,3,Thursday
