item_id,order_id,product_id,product_name,product_category,quantity,unit_price_xaf,line_total_xaf
79,100031,604,Batterie externe 10000mAh,Électronique,3,17266.0,51798.0
80,100031,1002,Cahier 100 pages,Papeterie,2,800.0,1600.0
81,100031,104,Sucre cristallisé 1kg,Épicerie,3,657.0,1971.0
82,100032,603,Écouteurs sans fil,Électronique,1,22809.0,22809.0
83,100032,304,Poisson Capitaine 1kg,Produits frais,1,3741.0,3741.0
84,100033,203,Bière Castel 65cl,Boissons,2,764.0,1528.0
85,100033,603,Écouteurs sans fil,Électronique,3,24812.0,74436.0
86,100034,304,Poisson Capitaine 1kg,Produits frais,4,3348.0,13392.0
87,100034,507,Spaghetti bolognaise,Restauration,4,2689.0,10756.0
88,100034,704,Déodorant Axe 150ml,Cosmétiques,1,3737.0,3737.0
89,100035,803,Brosse à dents,Hygiène,1,1540.0,1540.0
90,100035,102,Huile palme 1L,Épicerie,1,1129.0,1129.0
91,100036,203,Bière Castel 65cl,Boissons,1,793.0,793.0
92,100037,603,Écouteurs sans fil,Électronique,1,25999.0,25999.0
93,100038,303,Poulet entier 1kg,Produits frais,1,4391.0,4391.0
94,100039,903,Chaussures sport 42,Vêtements,2,36740.0,73480.0
95,100040,506,Eru + Water fufu,Restauration,1,3334.0,3334.0
96,100041,302,Oignons 1kg,Produits frais,1,505.0,505.0
97,100042,203,Bière Castel 65cl,Boissons,2,774.0,1548.0
98,100042,502,Ndolé haricot,Restauration,2,2521.0,5042.0
99,100042,102,Huile palme 1L,Épicerie,2,1201.0,2402.0
100,100042,201,Eau minérale 1.5L,Boissons,1,437.0,437.0
101,100043,204,Jus Tampico 1L,Boissons,2,1365.0,2730.0
102,100043,603,Écouteurs sans fil,Électronique,2,27248.0,54496.0
103,100043,605,Coque téléphone,Électronique,2,3576.0,7152.0
104,100043,404,Thermomètre digital,Pharmacie,2,13254.0,26508.0
105,100044,304,Poisson Capitaine 1kg,Produits frais,2,3601.0,7202.0
106,100045,506,Eru + Water fufu,Restauration,1,3355.0,3355.0
107,100046,304,Poisson Capitaine 1kg,Produits frais,1,3842.0,3842.0
108,100046,701,Crème Nivea 200ml,Cosmétiques,5,3100.0,15500.0
109,100047,405,Sulfate de Zinc 20mg,Pharmacie,1,3561.0,3561.0
110,100047,206,Nescafé 200g,Boissons,5,4024.0,20120.0
111,100047,205,Eau Supermont 10L,Boissons,1,2374.0,2374.0
112,100048,403,Préservatifs x3,Pharmacie,1,1196.0,1196.0
113,100048,302,Oignons 1kg,Produits frais,3,545.0,1635.0
114,100048,401,Paracétamol 500mg x16,Pharmacie,5,1511.0,7555.0
115,100049,202,Coca-Cola 1.5L,Boissons,3,798.0,2394.0
116,100049,704,Déodorant Axe 150ml,Cosmétiques,2,3902.0,7804.0
117,100049,203,Bière Castel 65cl,Boissons,2,778.0,1556.0
118,100049,302,Oignons 1kg,Produits frais,2,508.0,1016.0
119,100050,302,Oignons 1kg,Produits frais,3,574.0,1722.0
120,100050,601,Câble USB-C 1m,Électronique,1,2296.0,2296.0
121,100050,503,Pizza Marguerita,Restauration,1,6210.0,6210.0
122,100051,601,Câble USB-C 1m,Électronique,1,2561.0,2561.0
123,100051,503,Pizza Marguerita,Restauration,1,5623.0,5623.0
124,100052,204,Jus Tampico 1L,Boissons,1,1250.0,1250.0
125,100052,306,Légumes verts 500g,Produits frais,1,441.0,441.0
126,100052,301,Tomates fraîches 1kg,Produits frais,1,590.0,590.0
127,100052,402,Moustiquaire imprégnée,Pharmacie,1,8566.0,8566.0
128,100052,703,Shampooing Pantene 400ml,Cosmétiques,2,4544.0,9088.0
129,100052,803,Brosse à dents,Hygiène,1,1526.0,1526.0
130,100053,102,Huile palme 1L,Épicerie,4,1177.0,4708.0
131,100053,107,Pâtes alimentaires 500g,Épicerie,2,710.0,1420.0
132,100053,702,Gel douche Dove 250ml,Cosmétiques,1,2657.0,2657.0
133,100054,605,Coque téléphone,Électronique,1,3494.0,3494.0
134,100054,101,Riz Uncle Ben's 5kg,Épicerie,1,3481.0,3481.0
135,100055,903,Chaussures sport 42,Vêtements,1,34677.0,34677.0
136,100055,108,Tomate concentrée 400g,Épicerie,1,895.0,895.0
137,100055,704,Déodorant Axe 150ml,Cosmétiques,1,3328.0,3328.0
138,100056,303,Poulet entier 1kg,Produits frais,3,4512.0,13536.0
139,100056,305,Plantains régime,Produits frais,1,1464.0,1464.0
140,100056,901,T-shirt basique M,Vêtements,1,5013.0,5013.0
141,100056,507,Spaghetti bolognaise,Restauration,2,2920.0,5840.0
142,100056,506,Eru + Water fufu,Restauration,1,3295.0,3295.0
143,100056,1003,Ramette A4 500 feuilles,Papeterie,2,4787.0,9574.0
144,100057,501,Poulet DG portion,Restauration,2,4018.0,8036.0
145,100058,801,Savon Omo 400g,Hygiène,1,784.0,784.0
146,100058,502,Ndolé haricot,Restauration,1,2415.0,2415.0
147,100058,206,Nescafé 200g,Boissons,3,3966.0,11898.0
148,100059,1001,Stylos x10,Papeterie,1,1256.0,1256.0
149,100059,501,Poulet DG portion,Restauration,1,3600.0,3600.0
150,100059,201,Eau minérale 1.5L,Boissons,5,387.0,1935.0
151,100059,304,Poisson Capitaine 1kg,Produits frais,2,3861.0,7722.0
152,100060,501,Poulet DG portion,Restauration,1,3202.0,3202.0
153,100060,901,T-shirt basique M,Vêtements,1,5160.0,5160.0
154,100060,110,Cube Maggi x10,Épicerie,2,573.0,1146.0
155,100061,402,Moustiquaire imprégnée,Pharmacie,1,9029.0,9029.0
156,100061,305,Plantains régime,Produits frais,3,1489.0,4467.0
157,100061,603,Écouteurs sans fil,Électronique,5,28145.0,140725.0
158,100061,1003,Ramette A4 500 feuilles,Papeterie,2,5329.0,10658.0
159,100061,101,Riz Uncle Ben's 5kg,Épicerie,1,3207.0,3207.0
160,100062,101,Riz Uncle Ben's 5kg,Épicerie,1,3432.0,3432.0
161,100062,110,Cube Maggi x10,Épicerie,2,567.0,1134.0
162,100062,108,Tomate concentrée 400g,Épicerie,1,949.0,949.0
163,100062,605,Coque téléphone,Électronique,1,3356.0,3356.0
164,100062,507,Spaghetti bolognaise,Restauration,1,3091.0,3091.0
165,100063,401,Paracétamol 500mg x16,Pharmacie,2,1668.0,3336.0
166,100064,602,Chargeur 20W,Électronique,1,8748.0,8748.0
167,100064,110,Cube Maggi x10,Épicerie,1,499.0,499.0
168,100064,801,Savon Omo 400g,Hygiène,3,890.0,2670.0
169,100064,603,Écouteurs sans fil,Électronique,4,25759.0,103036.0
170,100065,902,Pagnes 6 yards,Vêtements,1,18821.0,18821.0
171,100066,202,Coca-Cola 1.5L,Boissons,4,837.0,3348.0
172,100066,1003,Ramette A4 500 feuilles,Papeterie,2,5629.0,11258.0
173,100066,110,Cube Maggi x10,Épicerie,3,556.0,1668.0
174,100067,1003,Ramette A4 500 feuilles,Papeterie,1,4747.0,4747.0
175,100067,402,Moustiquaire imprégnée,Pharmacie,2,8389.0,16778.0
176,100068,604,Batterie externe 10000mAh,Électronique,5,16679.0,83395.0
177,100068,404,Thermomètre digital,Pharmacie,3,11854.0,35562.0
178,100069,301,Tomates fraîches 1kg,Produits frais,1,589.0,589.0
179,100069,702,Gel douche Dove 250ml,Cosmétiques,1,2630.0,2630.0
180,100070,803,Brosse à dents,Hygiène,1,1516.0,1516.0
181,100071,507,Spaghetti bolognaise,Restauration,4,3009.0,12036.0
182,100072,603,Écouteurs sans fil,Électronique,3,24066.0,72198.0
183,100072,303,Poulet entier 1kg,Produits frais,3,4342.0,13026.0
184,100073,1003,Ramette A4 500 feuilles,Papeterie,4,4928.0,19712.0
185,100073,204,Jus Tampico 1L,Boissons,1,1182.0,1182.0
186,100073,903,Chaussures sport 42,Vêtements,1,34174.0,34174.0
187,100074,605,Coque téléphone,Électronique,5,3465.0,17325.0
188,100074,202,Coca-Cola 1.5L,Boissons,4,903.0,3612.0
189,100075,702,Gel douche Dove 250ml,Cosmétiques,3,2711.0,8133.0
190,100075,804,Papier toilette x6,Hygiène,3,1828.0,5484.0
191,100075,601,Câble USB-C 1m,Électronique,4,2537.0,10148.0
192,100076,203,Bière Castel 65cl,Boissons,1,700.0,700.0
193,100077,203,Bière Castel 65cl,Boissons,1,786.0,786.0
194,100077,402,Moustiquaire imprégnée,Pharmacie,2,9274.0,18548.0
195,100078,405,Sulfate de Zinc 20mg,Pharmacie,1,3862.0,3862.0
196,100078,701,Crème Nivea 200ml,Cosmétiques,1,3325.0,3325.0
197,100079,104,Sucre cristallisé 1kg,Épicerie,1,668.0,668.0
198,100080,403,Préservatifs x3,Pharmacie,1,1343.0,1343.0
199,100081,902,Pagnes 6 yards,Vêtements,1,16270.0,16270.0
200,100081,108,Tomate concentrée 400g,Épicerie,1,882.0,882.0
201,100082,206,Nescafé 200g,Boissons,1,3977.0,3977.0
202,100082,302,Oignons 1kg,Produits frais,4,494.0,1976.0
203,100083,109,Sardines en boîte 200g,Épicerie,2,1255.0,2510.0
204,100083,802,Lessive Ariel 1kg,Hygiène,1,4565.0,4565.0
205,100083,502,Ndolé haricot,Restauration,2,2604.0,5208.0
206,100083,605,Coque téléphone,Électronique,1,3772.0,3772.0
207,100084,109,Sardines en boîte 200g,Épicerie,1,1125.0,1125.0
208,100084,703,Shampooing Pantene 400ml,Cosmétiques,2,4870.0,9740.0
209,100084,504,Burger Classic,Restauration,2,4938.0,9876.0
210,100085,902,Pagnes 6 yards,Vêtements,2,20604.0,41208.0
211,100086,801,Savon Omo 400g,Hygiène,1,887.0,887.0
212,100086,107,Pâtes alimentaires 500g,Épicerie,5,760.0,3800.0
213,100087,104,Sucre cristallisé 1kg,Épicerie,1,737.0,737.0
214,100087,804,Papier toilette x6,Hygiène,2,1898.0,3796.0
215,100087,103,Farine de blé 1kg,Épicerie,1,726.0,726.0
216,100088,1002,Cahier 100 pages,Papeterie,4,900.0,3600.0
217,100088,305,Plantains régime,Produits frais,3,1631.0,4893.0
218,100088,103,Farine de blé 1kg,Épicerie,5,806.0,4030.0
219,100088,109,Sardines en boîte 200g,Épicerie,5,1221.0,6105.0
220,100088,703,Shampooing Pantene 400ml,Cosmétiques,1,4428.0,4428.0
221,100088,501,Poulet DG portion,Restauration,1,3228.0,3228.0
222,100089,303,Poulet entier 1kg,Produits frais,1,5125.0,5125.0
223,100089,301,Tomates fraîches 1kg,Produits frais,1,621.0,621.0
224,100089,402,Moustiquaire imprégnée,Pharmacie,1,9042.0,9042.0
225,100090,703,Shampooing Pantene 400ml,Cosmétiques,1,4369.0,4369.0
226,100090,507,Spaghetti bolognaise,Restauration,1,2978.0,2978.0
227,100091,504,Burger Classic,Restauration,4,4067.0,16268.0
228,100091,201,Eau minérale 1.5L,Boissons,3,409.0,1227.0
229,100091,501,Poulet DG portion,Restauration,2,3443.0,6886.0
230,100091,704,Déodorant Axe 150ml,Cosmétiques,4,3612.0,14448.0
231,100092,306,Légumes verts 500g,Produits frais,2,447.0,894.0
232,100093,206,Nescafé 200g,Boissons,1,3927.0,3927.0
233,100093,201,Eau minérale 1.5L,Boissons,1,410.0,410.0
234,100093,109,Sardines en boîte 200g,Épicerie,1,1010.0,1010.0
235,100094,704,Déodorant Axe 150ml,Cosmétiques,1,3969.0,3969.0
236,100094,404,Thermomètre digital,Pharmacie,1,12295.0,12295.0
237,100094,109,Sardines en boîte 200g,Épicerie,1,1186.0,1186.0
238,100095,203,Bière Castel 65cl,Boissons,1,643.0,643.0
239,100095,301,Tomates fraîches 1kg,Produits frais,1,636.0,636.0
240,100095,201,Eau minérale 1.5L,Boissons,1,387.0,387.0
241,100096,802,Lessive Ariel 1kg,Hygiène,2,4408.0,8816.0
242,100097,702,Gel douche Dove 250ml,Cosmétiques,1,3128.0,3128.0
243,100097,507,Spaghetti bolognaise,Restauration,1,2712.0,2712.0
244,100097,106,Lait Neslac 400g,Épicerie,1,4283.0,4283.0
245,100098,703,Shampooing Pantene 400ml,Cosmétiques,1,4372.0,4372.0
246,100099,103,Farine de blé 1kg,Épicerie,3,844.0,2532.0
247,100099,405,Sulfate de Zinc 20mg,Pharmacie,1,3325.0,3325.0
248,100099,110,Cube Maggi x10,Épicerie,1,522.0,522.0
249,100099,803,Brosse à dents,Hygiène,1,1470.0,1470.0
250,100099,802,Lessive Ariel 1kg,Hygiène,4,4682.0,18728.0
251,100099,107,Pâtes alimentaires 500g,Épicerie,1,694.0,694.0
252,100100,403,Préservatifs x3,Pharmacie,1,1362.0,1362.0
253,100101,704,Déodorant Axe 150ml,Cosmétiques,1,3768.0,3768.0
254,100101,104,Sucre cristallisé 1kg,Épicerie,2,602.0,1204.0
255,100101,305,Plantains régime,Produits frais,5,1530.0,7650.0
256,100101,306,Légumes verts 500g,Produits frais,5,434.0,2170.0
257,100101,103,Farine de blé 1kg,Épicerie,1,740.0,740.0
258,100102,405,Sulfate de Zinc 20mg,Pharmacie,2,3679.0,7358.0
259,100102,505,Jollof Rice portion,Restauration,1,2063.0,2063.0
260,100103,405,Sulfate de Zinc 20mg,Pharmacie,2,3771.0,7542.0
261,100103,801,Savon Omo 400g,Hygiène,1,781.0,781.0
262,100103,1003,Ramette A4 500 feuilles,Papeterie,1,5339.0,5339.0
263,100104,503,Pizza Marguerita,Restauration,5,5874.0,29370.0
264,100105,105,Sel iodé 500g,Épicerie,3,247.0,741.0
265,100105,403,Préservatifs x3,Pharmacie,1,1094.0,1094.0
266,100106,204,Jus Tampico 1L,Boissons,4,1147.0,4588.0
267,100106,701,Crème Nivea 200ml,Cosmétiques,1,2979.0,2979.0
268,100107,501,Poulet DG portion,Restauration,1,3449.0,3449.0
269,100108,505,Jollof Rice portion,Restauration,1,1800.0,1800.0
270,100108,802,Lessive Ariel 1kg,Hygiène,1,4858.0,4858.0
271,100109,703,Shampooing Pantene 400ml,Cosmétiques,2,4776.0,9552.0
272,100109,102,Huile palme 1L,Épicerie,1,1368.0,1368.0
273,100110,603,Écouteurs sans fil,Électronique,1,22917.0,22917.0
274,100110,107,Pâtes alimentaires 500g,Épicerie,1,706.0,706.0
275,100110,504,Burger Classic,Restauration,3,5006.0,15018.0
276,100111,701,Crème Nivea 200ml,Cosmétiques,5,3546.0,17730.0
277,100111,405,Sulfate de Zinc 20mg,Pharmacie,1,3823.0,3823.0
278,100111,302,Oignons 1kg,Produits frais,1,465.0,465.0
279,100111,702,Gel douche Dove 250ml,Cosmétiques,1,2856.0,2856.0
280,100112,1002,Cahier 100 pages,Papeterie,3,901.0,2703.0
281,100112,803,Brosse à dents,Hygiène,4,1435.0,5740.0
282,100112,504,Burger Classic,Restauration,1,5135.0,5135.0
283,100113,404,Thermomètre digital,Pharmacie,2,12500.0,25000.0
284,100114,502,Ndolé haricot,Restauration,1,2629.0,2629.0
285,100114,506,Eru + Water fufu,Restauration,1,3436.0,3436.0
286,100115,902,Pagnes 6 yards,Vêtements,2,18763.0,37526.0
287,100115,501,Poulet DG portion,Restauration,4,3536.0,14144.0
288,100115,105,Sel iodé 500g,Épicerie,1,271.0,271.0
289,100116,303,Poulet entier 1kg,Produits frais,4,5081.0,20324.0
290,100116,704,Déodorant Axe 150ml,Cosmétiques,1,3152.0,3152.0
291,100117,801,Savon Omo 400g,Hygiène,1,786.0,786.0
292,100117,201,Eau minérale 1.5L,Boissons,1,386.0,386.0
293,100118,102,Huile palme 1L,Épicerie,1,1244.0,1244.0
294,100118,501,Poulet DG portion,Restauration,1,3972.0,3972.0
295,100119,302,Oignons 1kg,Produits frais,1,546.0,546.0
296,100119,105,Sel iodé 500g,Épicerie,4,235.0,940.0
297,100120,802,Lessive Ariel 1kg,Hygiène,2,4125.0,8250.0
298,100120,103,Farine de blé 1kg,Épicerie,2,831.0,1662.0
299,100120,108,Tomate concentrée 400g,Épicerie,2,977.0,1954.0
300,100120,303,Poulet entier 1kg,Produits frais,1,4920.0,4920.0
301,100120,109,Sardines en boîte 200g,Épicerie,1,1237.0,1237.0
302,100120,701,Crème Nivea 200ml,Cosmétiques,1,2936.0,2936.0
303,100121,507,Spaghetti bolognaise,Restauration,5,2873.0,14365.0
304,100121,502,Ndolé haricot,Restauration,2,2532.0,5064.0
305,100121,901,T-shirt basique M,Vêtements,4,5599.0,22396.0
306,100122,103,Farine de blé 1kg,Épicerie,3,813.0,2439.0
307,100122,105,Sel iodé 500g,Épicerie,2,259.0,518.0
308,100122,304,Poisson Capitaine 1kg,Produits frais,1,3770.0,3770.0
309,100122,205,Eau Supermont 10L,Boissons,3,2446.0,7338.0
310,100122,601,Câble USB-C 1m,Électronique,3,2267.0,6801.0
311,100123,703,Shampooing Pantene 400ml,Cosmétiques,1,4588.0,4588.0
312,100123,401,Paracétamol 500mg x16,Pharmacie,1,1506.0,1506.0
313,100123,201,Eau minérale 1.5L,Boissons,1,413.0,413.0
314,100124,302,Oignons 1kg,Produits frais,2,523.0,1046.0
315,100124,604,Batterie externe 10000mAh,Électronique,1,17602.0,17602.0
316,100124,505,Jollof Rice portion,Restauration,1,1917.0,1917.0
317,100125,110,Cube Maggi x10,Épicerie,2,459.0,918.0
318,100125,1001,Stylos x10,Papeterie,1,1192.0,1192.0
319,100125,306,Légumes verts 500g,Produits frais,5,421.0,2105.0
320,100126,1001,Stylos x10,Papeterie,4,1173.0,4692.0
321,100126,106,Lait Neslac 400g,Épicerie,1,4513.0,4513.0
322,100126,601,Câble USB-C 1m,Électronique,1,2266.0,2266.0
323,100127,301,Tomates fraîches 1kg,Produits frais,1,607.0,607.0
324,100127,203,Bière Castel 65cl,Boissons,2,761.0,1522.0
325,100127,702,Gel douche Dove 250ml,Cosmétiques,2,3132.0,6264.0
326,100128,301,Tomates fraîches 1kg,Produits frais,1,653.0,653.0
327,100128,601,Câble USB-C 1m,Électronique,1,2489.0,2489.0
328,100129,109,Sardines en boîte 200g,Épicerie,2,1013.0,2026.0
329,100129,803,Brosse à dents,Hygiène,1,1383.0,1383.0
330,100129,603,Écouteurs sans fil,Électronique,3,28442.0,85326.0
331,100129,110,Cube Maggi x10,Épicerie,1,479.0,479.0
332,100129,304,Poisson Capitaine 1kg,Produits frais,2,3526.0,7052.0
333,100130,109,Sardines en boîte 200g,Épicerie,1,1208.0,1208.0
334,100130,901,T-shirt basique M,Vêtements,2,5736.0,11472.0
335,100130,903,Chaussures sport 42,Vêtements,1,39959.0,39959.0
336,100130,601,Câble USB-C 1m,Électronique,1,2277.0,2277.0
337,100131,701,Crème Nivea 200ml,Cosmétiques,3,3290.0,9870.0
338,100131,801,Savon Omo 400g,Hygiène,1,795.0,795.0
339,100132,405,Sulfate de Zinc 20mg,Pharmacie,1,3479.0,3479.0
340,100132,501,Poulet DG portion,Restauration,1,3222.0,3222.0
341,100132,206,Nescafé 200g,Boissons,2,3634.0,7268.0
342,100133,206,Nescafé 200g,Boissons,2,4314.0,8628.0
343,100134,402,Moustiquaire imprégnée,Pharmacie,3,9078.0,27234.0
344,100135,702,Gel douche Dove 250ml,Cosmétiques,1,2887.0,2887.0
345,100136,902,Pagnes 6 yards,Vêtements,1,20066.0,20066.0
346,100136,605,Coque téléphone,Électronique,3,3341.0,10023.0
347,100137,602,Chargeur 20W,Électronique,1,8718.0,8718.0
348,100138,404,Thermomètre digital,Pharmacie,2,13687.0,27374.0
349,100139,505,Jollof Rice portion,Restauration,2,2125.0,4250.0
350,100139,105,Sel iodé 500g,Épicerie,4,229.0,916.0
351,100139,701,Crème Nivea 200ml,Cosmétiques,4,3434.0,13736.0
352,100139,401,Paracétamol 500mg x16,Pharmacie,1,1517.0,1517.0
353,100140,404,Thermomètre digital,Pharmacie,1,13154.0,13154.0
354,100141,802,Lessive Ariel 1kg,Hygiène,4,4863.0,19452.0
355,100141,605,Coque téléphone,Électronique,1,3889.0,3889.0
356,100141,703,Shampooing Pantene 400ml,Cosmétiques,2,5088.0,10176.0
357,100142,505,Jollof Rice portion,Restauration,4,1816.0,7264.0
358,100142,104,Sucre cristallisé 1kg,Épicerie,5,701.0,3505.0
359,100142,404,Thermomètre digital,Pharmacie,1,13184.0,13184.0
360,100143,502,Ndolé haricot,Restauration,2,2726.0,5452.0
361,100143,205,Eau Supermont 10L,Boissons,1,2410.0,2410.0
362,100143,503,Pizza Marguerita,Restauration,2,5522.0,11044.0
363,100143,201,Eau minérale 1.5L,Boissons,2,437.0,874.0
364,100144,503,Pizza Marguerita,Restauration,3,5786.0,17358.0
365,100145,102,Huile palme 1L,Épicerie,2,1127.0,2254.0
366,100145,903,Chaussures sport 42,Vêtements,2,39867.0,79734.0
367,100145,305,Plantains régime,Produits frais,1,1668.0,1668.0
368,100145,203,Bière Castel 65cl,Boissons,5,773.0,3865.0
369,100145,902,Pagnes 6 yards,Vêtements,1,17145.0,17145.0
370,100145,103,Farine de blé 1kg,Épicerie,1,768.0,768.0
371,100146,302,Oignons 1kg,Produits frais,1,521.0,521.0
372,100147,704,Déodorant Axe 150ml,Cosmétiques,1,3924.0,3924.0
373,100148,502,Ndolé haricot,Restauration,5,2500.0,12500.0
374,100148,106,Lait Neslac 400g,Épicerie,1,4580.0,4580.0
375,100148,505,Jollof Rice portion,Restauration,3,2125.0,6375.0
376,100148,1003,Ramette A4 500 feuilles,Papeterie,1,4580.0,4580.0
377,100149,501,Poulet DG portion,Restauration,4,3770.0,15080.0
378,100149,601,Câble USB-C 1m,Électronique,1,2623.0,2623.0
379,100149,205,Eau Supermont 10L,Boissons,2,2361.0,4722.0
380,100149,701,Crème Nivea 200ml,Cosmétiques,2,3630.0,7260.0
381,100149,402,Moustiquaire imprégnée,Pharmacie,3,9014.0,27042.0
382,100150,306,Légumes verts 500g,Produits frais,1,424.0,424.0
383,100150,401,Paracétamol 500mg x16,Pharmacie,2,1493.0,2986.0
384,100150,402,Moustiquaire imprégnée,Pharmacie,5,9145.0,45725.0
385,100151,103,Farine de blé 1kg,Épicerie,1,891.0,891.0
386,100151,601,Câble USB-C 1m,Électronique,1,2788.0,2788.0
387,100151,405,Sulfate de Zinc 20mg,Pharmacie,1,3711.0,3711.0
388,100151,104,Sucre cristallisé 1kg,Épicerie,1,588.0,588.0
389,100151,201,Eau minérale 1.5L,Boissons,5,393.0,1965.0
390,100152,204,Jus Tampico 1L,Boissons,3,1085.0,3255.0
391,100152,205,Eau Supermont 10L,Boissons,1,2842.0,2842.0
392,100153,108,Tomate concentrée 400g,Épicerie,5,1000.0,5000.0
